Chr	Start	End	Strand	Length
FBgn0052791	X;X;X;X;X;X;X;X;X;X;X;X	3507245;3514002;3514868;3519825;3520042;3522212;3523634;3523922;3530315;3541868;3568304;3571492	3513652;3514172;3514987;3519953;3520133;3522312;3523819;3524031;3530665;3542052;3569275;3571649	-;-;-;-;-;-;-;-;-;-;-;-	8983
FBgn0029665	X	3484605	3485378	-	774
FBgn0029663	X;X;X;X;X;X	3476463;3478611;3479128;3480422;3480859;3482026	3478549;3479032;3480349;3480729;3481344;3482322	-;-;-;-;-;-	4822
FBgn0028491	X;X;X;X;X;X;X;X;X;X;X;X;X	3868973;3869499;3869953;3870318;3872413;3873118;3875766;3875902;3876315;3876455;3877628;3879007;3879513	3869179;3869818;3870226;3870544;3872557;3873176;3875834;3876242;3876393;3877458;3878817;3879214;3880379	+;+;+;+;+;+;+;+;+;+;+;+;+	4990
FBgn0028665	X;X;X	3880748;3881454;3882053	3881115;3881962;3882967	+;+;+	1792
FBgn0029686	X;X;X	3936517;3936993;3939215	3936939;3939155;3940582	+;+;+	3954
FBgn0029687	X;X;X;X;X;X;X	3948975;3949481;3951415;3951636;3951829;3952108;3952767	3949372;3949713;3951567;3951745;3952041;3952221;3955442	+;+;+;+;+;+;+	3897
FBgn0029689	X;X;X;X	3965435;3966588;3967397;3968030	3966521;3967337;3967632;3968655	-;-;-;-	2699
FBgn0029688	X;X;X;X;X;X;X;X;X	3955543;3956049;3956307;3956513;3960477;3960642;3964417;3964567;3964701	3955972;3956245;3956427;3960410;3960584;3964352;3964497;3964638;3965327	-;-;-;-;-;-;-;-;-	9245
FBgn0029685	X;X;X;X	3932000;3935260;3935730;3936384	3935179;3935356;3936281;3936469	-;-;-;-	3915
FBgn0019661	X	3857230	3862697	-	5468
FBgn0000221	X	4104342	4105791	+	1450
FBgn0026084	X;X;X;X;X;X;X	4106113;4106835;4108949;4109495;4109689;4109897;4110152	4106273;4106927;4109370;4109509;4109824;4110010;4110981	+;+;+;+;+;+;+	1771
FBgn0026085	X;X	4113701;4114064	4113935;4114929	+;+	1101
FBgn0026083	X;X;X;X;X;X;X;X;X	4117020;4117550;4117964;4118356;4119714;4120502;4121454;4122064;4125924	4117395;4117895;4118279;4119017;4120440;4121236;4121930;4125787;4130016	+;+;+;+;+;+;+;+;+	11456
FBgn0066114	X;X	4131211;4131558	4131494;4132833	+;+	1560
FBgn0029706	X;X;X;X;X;X	4366417;4368814;4369174;4369453;4369675;4369860	4368142;4369111;4369387;4369606;4369790;4371136	+;+;+;+;+;+	3785
FBgn0040907	X;X;X	4321764;4321931;4322091	4321867;4322034;4322231	-;-;-	349
FBgn0002707	X;X;X;X;X;X;X;X	4314230;4314817;4315860;4316749;4316964;4317633;4317853;4318710	4314727;4315793;4316686;4316903;4317560;4317794;4318150;4318801	-;-;-;-;-;-;-;-	3606
FBgn0000635	X;X;X;X;X;X;X;X;X;X;X;X;X	4132887;4135411;4135870;4136569;4139053;4140175;4142050;4143627;4149388;4154387;4154585;4203191;4205900	4134903;4135533;4136298;4136770;4139317;4141954;4143543;4143751;4149551;4154431;4154756;4203486;4206093	-;-;-;-;-;-;-;-;-;-;-;-;-	7306
FBgn0026080	X;X;X;X;X	4114800;4115002;4115297;4116599;4116793	4114929;4115214;4116544;4116725;4117487	-;-;-;-;-	2413
FBgn0026079	X;X;X	4111156;4111643;4113545	4111584;4113467;4113734	-;-;-	2444
FBgn0004832	X;X	4102955;4103962	4103896;4104197	-;-	1178
FBgn0029693	X;X	4097592;4099993	4099891;4101031	-;-	3339
FBgn0000179	X;X;X;X;X;X;X;X;X;X	4412856;4413462;4427135;4428198;4450688;4450877;4478148;4478354;4482131;4482517	4412920;4413899;4427539;4429498;4450801;4451039;4478294;4478430;4482384;4485647	+;+;+;+;+;+;+;+;+;+	6095
FBgn0029708	X;X;X;X;X;X	4530231;4531297;4532856;4533120;4533261;4533525	4530601;4532678;4533051;4533197;4533343;4535464	+;+;+;+;+;+	4050
FBgn0029709	X;X;X	4540908;4541217;4541907	4541144;4541551;4542506	+;+;+	1172
FBgn0029710	X;X;X;X	4542630;4542978;4543176;4544234	4542912;4543122;4544176;4544497	+;+;+;+	1693
FBgn0029712	X	4549070	4549957	+	888
FBgn0029714	X;X	4551973;4552308	4552243;4553006	+;+	970
FBgn0022768	X;X;X	4679988;4683487;4685112	4683422;4683934;4686903	-;-;-	5675
FBgn0029715	X	4553117	4554398	-	1282
FBgn0029713	X	4549883	4551878	-	1996
FBgn0029711	X;X	4544617;4547386	4546824;4548794	-;-	3617
FBgn0003210	X;X;X;X	4535635;4537486;4538775;4539664	4537431;4538709;4539603;4540626	-;-;-;-	4813
FBgn0011760	X;X;X;X	4687800;4688203;4691637;4698297	4688028;4688672;4691844;4702034	+;+;+;+	4645
FBgn0028325	X;X;X;X;X	4702284;4702325;4703555;4704195;4704588	4702300;4702892;4704119;4704517;4705265	+;+;+;+;+	2151
FBgn0029722	X;X	4705309;4706005	4705686;4707504	+;+	1878
FBgn0052772	X;X;X;X;X;X;X	4909102;4910852;4912381;4912743;4912945;4913204;4913846	4909797;4911178;4912511;4912875;4913129;4913783;4915161	+;+;+;+;+;+;+	3368
FBgn0029737	X;X;X;X;X;X	4918730;4919454;4919899;4920095;4920330;4921046	4919340;4919593;4920020;4920269;4920991;4921648	+;+;+;+;+;+	2313
FBgn0004368	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	4939128;4939437;4939581;4940422;4947607;4947919;4948990;4949741;4950471;4950964;4953165;4953493;4953725;4954117;4954971	4939304;4939532;4939675;4940847;4947853;4948197;4949668;4950189;4950899;4953107;4953423;4953621;4954090;4954624;4955916	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7229
FBgn0029728	X;X;X;X;X;X;X;X;X	4797231;4797633;4797967;4798571;4799940;4800835;4803427;4803690;4804698	4797570;4797872;4798512;4799881;4800647;4803352;4803618;4803820;4804862	-;-;-;-;-;-;-;-;-	6151
FBgn0003449	X;X	5309242;5310132	5309706;5310501	+;+	835
FBgn0029755	X	5317409	5319071	+	1663
FBgn0014024	X;X;X;X;X;X;X;X	5318928;5319654;5319813;5319998;5320559;5321562;5321819;5322390	5319582;5319756;5319933;5320504;5321503;5321737;5322327;5322696	-;-;-;-;-;-;-;-	3323
FBgn0052767	X;X;X;X;X;X	5071027;5078118;5081181;5081486;5082417;5084573	5078026;5081115;5081257;5082239;5083025;5084768	-;-;-;-;-;-	11634
FBgn0024332	X;X;X	5323855;5325419;5325727	5325355;5325652;5326738	+;+;+	2747
FBgn0026751	X;X;X;X;X	5329876;5330214;5331531;5331682;5332069	5330152;5331470;5331619;5332010;5332435	+;+;+;+;+	2319
FBgn0010014	X;X;X;X	5332499;5332742;5333053;5333370	5332518;5332827;5333100;5334449	+;+;+;+	1234
FBgn0029761	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	5340236;5341181;5351829;5355947;5358272;5365225;5376048;5378302;5378630;5383063;5383542;5388242;5394053;5396184;5396473;5398065;5398404;5398590;5399532	5340321;5341697;5353004;5356048;5358721;5365913;5376193;5378521;5378731;5383379;5383646;5388377;5394188;5396294;5397118;5398134;5398505;5398762;5405138	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	10891
FBgn0029763	X;X;X;X;X;X;X;X	5421533;5421968;5422183;5422392;5422580;5423119;5423815;5425143	5421667;5422126;5422266;5422502;5423017;5423750;5424962;5427219	+;+;+;+;+;+;+;+	4784
FBgn0029765	X;X;X	5427517;5427806;5428021	5427690;5427955;5428217	+;+;+	521
FBgn0029766	X	5429571	5432526	+	2956
FBgn0029768	X;X;X;X;X;X;X	5446656;5461696;5464795;5478638;5480833;5487374;5491532	5446975;5461748;5464959;5479155;5480963;5487435;5494012	+;+;+;+;+;+;+	3730
FBgn0029771	X;X;X	5516608;5517572;5518044	5517498;5517844;5518771	+;+;+	1892
FBgn0026702	X;X	5622648;5624475	5624407;5625493	+;+	2779
FBgn0004687	X;X;X;X	5619136;5620479;5622252;5622417	5620286;5620575;5622279;5622539	-;-;-;-	1399
FBgn0029778	X;X;X;X;X	5616572;5617121;5617309;5617858;5618566	5617056;5617226;5617786;5618480;5618806	-;-;-;-;-	1933
FBgn0029769	X;X	5493014;5495837	5495772;5496052	-;-	2975
FBgn0029762	X;X;X;X;X;X;X;X	5405238;5405757;5405905;5406149;5406326;5407320;5407747;5410486	5405690;5405851;5406081;5406248;5407067;5407692;5407927;5410849	-;-;-;-;-;-;-;-	2485
FBgn0029756	X;X	5326675;5328169	5328109;5329347	-;-	2614
FBgn0028474	X;X;X;X;X;X	5666052;5666557;5667210;5668398;5669302;5670051	5666468;5666798;5668332;5669226;5669945;5670652	+;+;+;+;+;+	3857
FBgn0029785	X;X;X;X	5672401;5672734;5672998;5673217	5672522;5672875;5673134;5673547	+;+;+;+	732
FBgn0000394	X;X;X;X	5690002;5691892;5692165;5692377	5690988;5692104;5692309;5693084	+;+;+;+	2053
FBgn0029791	X;X;X;X;X;X;X;X;X;X;X;X;X	5698557;5699187;5703003;5703656;5703830;5704447;5704611;5706509;5706745;5707373;5707557;5707987;5708222	5699172;5699258;5703604;5703775;5704389;5704545;5704724;5706655;5707310;5707500;5707934;5708164;5708633	+;+;+;+;+;+;+;+;+;+;+;+;+	3992
FBgn0029798	X;X;X;X;X;X;X	5747747;5748994;5749737;5750462;5750849;5751064;5751342	5748918;5749541;5750400;5750604;5750978;5751273;5752077	+;+;+;+;+;+;+	3603
FBgn0029799	X;X	5752249;5752864	5752761;5754041	+;+	1691
FBgn0029801	X;X;X;X	5755574;5756393;5757862;5758405	5756204;5756851;5758347;5759751	+;+;+;+	2923
FBgn0029810	X;X	5792140;5794204	5794142;5794543	+;+	2343
FBgn0029814	X;X;X;X;X;X;X	5818559;5819015;5834351;5836041;5836730;5836975;5837206	5818594;5819202;5834480;5836155;5836890;5837114;5840823	+;+;+;+;+;+;+	4388
FBgn0029820	X;X;X;X;X;X;X	5879869;5880534;5880819;5881386;5881935;5882297;5882527	5880108;5880669;5881321;5881870;5882235;5882463;5883391	+;+;+;+;+;+;+	2697
FBgn0029821	X;X;X;X;X;X;X	5905746;5906078;5906432;5906723;5907265;5907393;5907589	5906011;5906363;5906668;5907209;5907335;5907518;5908001	+;+;+;+;+;+;+	1886
FBgn0029822	X;X;X;X;X;X	5908135;5908871;5909613;5909912;5910433;5912426	5908761;5909537;5909849;5910061;5911789;5913079	+;+;+;+;+;+	3692
FBgn0029823	X;X;X;X	5913067;5914581;5916263;5916551	5914403;5915297;5916479;5916797	-;-;-;-	2518
FBgn0029819	X;X;X;X	5877000;5877606;5878046;5879377	5877547;5877805;5879322;5879787	-;-;-;-	2436
FBgn0014340	X	5873840	5876853	-	3014
FBgn0029818	X;X;X	5870841;5871340;5873079	5871270;5873018;5873357	-;-;-	2388
FBgn0029813	X	5814864	5815820	-	957
FBgn0029804	X;X;X;X	5765855;5767074;5767289;5770401	5766868;5767227;5767723;5770780	-;-;-;-	1983
FBgn0013987	X;X;X;X;X	5759908;5761169;5762101;5762783;5764069	5760820;5761584;5762684;5762932;5764203	-;-;-;-;-	2198
FBgn0029800	X;X;X;X	5753390;5754437;5754616;5754845	5754356;5754541;5754789;5754958	-;-;-;-	1360
FBgn0261383	X;X;X;X	5738663;5744356;5746203;5746772	5743912;5744699;5746375;5747254	-;-;-;-	6250
FBgn0052758	X;X;X;X;X;X;X	5719374;5721962;5722208;5723114;5723260;5723460;5737099	5721696;5722140;5723043;5723196;5723362;5723570;5738031	-;-;-;-;-;-;-	4568
FBgn0053080	X;X;X;X;X;X;X;X	5708559;5709128;5711477;5711635;5713340;5714652;5715146;5717346	5709043;5710973;5711572;5711803;5713527;5714812;5715472;5717778	-;-;-;-;-;-;-;-	3705
FBgn0027564	X;X;X;X	5692945;5693361;5694692;5695006	5693291;5694618;5694906;5695205	-;-;-;-	2020
FBgn0029789	X;X;X;X;X;X;X;X;X;X	5685253;5686141;5686305;5686999;5687261;5687448;5687925;5688222;5688466;5689261	5686080;5686236;5686938;5687192;5687386;5687870;5688169;5688404;5689197;5689473	-;-;-;-;-;-;-;-;-;-	3674
FBgn0046687	X;X;X;X;X;X;X;X	5673830;5674222;5674771;5674940;5675112;5675330;5676776;5679660	5674173;5674709;5674873;5675040;5675257;5675484;5676958;5679977	-;-;-;-;-;-;-;-	1838
FBgn0015794	X;X;X	5670827;5671081;5671603	5671016;5671513;5671812	-;-;-	833
FBgn0029783	X;X	5664628;5665688	5665627;5665940	-;-	1253
FBgn0029824	X;X;X;X;X;X;X	5917097;5938569;5939039;5939625;5940972;5941165;5941326	5917627;5938960;5939517;5940615;5941096;5941271;5941852	+;+;+;+;+;+;+	3152
FBgn0029825	X;X;X;X;X	5942606;5942903;5943155;5943377;5943673	5942841;5943088;5943293;5943611;5945250	+;+;+;+;+	2374
FBgn0052756	X;X;X;X;X	5945682;5945981;5946233;5946459;5946755	5945919;5946166;5946371;5946693;5948353	+;+;+;+;+	2397
FBgn0029826	X;X;X;X	5948160;5949090;5949351;5949729	5948312;5949285;5949630;5950208	+;+;+;+	1109
FBgn0052755	X;X;X	5950251;5950704;5951045	5950644;5950989;5951711	+;+;+	1347
FBgn0029828	X;X;X	5955629;5957053;5957351	5955874;5957281;5958283	+;+;+	1408
FBgn0029830	X;X;X;X;X;X;X;X;X;X	5966279;5978842;5982099;5982400;5982749;5983133;5984204;5985484;5985752;5986298	5966737;5978961;5982311;5982593;5983059;5983296;5985422;5985686;5986230;5986699	+;+;+;+;+;+;+;+;+;+	3764
FBgn0029831	X;X	5988791;5991485	5991385;5992640	+;+	3751
FBgn0029833	X;X;X;X	6037892;6038041;6038263;6038876	6037979;6038193;6038565;6039576	+;+;+;+	1245
FBgn0029834	X;X;X;X;X;X;X;X;X;X	6040005;6040317;6040525;6041586;6042254;6042952;6043336;6044685;6045116;6045619	6040098;6040392;6040786;6041719;6042894;6043272;6044614;6045052;6045551;6050381	+;+;+;+;+;+;+;+;+;+	8374
FBgn0029835	X;X;X;X;X;X;X;X	6050828;6059886;6060380;6060574;6061720;6063072;6063333;6063806	6051319;6060257;6060513;6061555;6062064;6063242;6063663;6065646	+;+;+;+;+;+;+;+	4668
FBgn0029843	X;X;X;X;X;X;X;X;X;X;X;X	6091205;6091633;6093869;6094586;6096052;6099581;6101239;6101439;6101653;6102725;6102956;6103327	6091568;6092215;6094157;6095063;6096653;6099679;6101366;6101556;6102659;6102887;6103272;6103971	+;+;+;+;+;+;+;+;+;+;+;+	4793
FBgn0029849	X;X;X	6219957;6220478;6221380	6220417;6220572;6222719	+;+;+	1896
FBgn0003514	X;X;X;X	6223061;6223585;6224411;6224697	6223511;6224157;6224520;6225140	-;-;-;-	1578
FBgn0026060	X;X;X;X;X	6082709;6083854;6084223;6090409;6091117	6083790;6084054;6084608;6090842;6091471	-;-;-;-;-	2458
FBgn0029840	X;X;X;X;X	6082634;6083854;6084223;6084791;6088272	6083790;6084054;6084608;6088213;6090201	-;-;-;-;-	7097
FBgn0029839	X;X;X;X	6078708;6079611;6080337;6081342	6079484;6079825;6080588;6081372	-;-;-;-	1275
FBgn0029838	X;X	6076072;6077337	6076984;6077786	-;-	1363
FBgn0029837	X;X;X;X;X;X;X	6069131;6070293;6070521;6070857;6071805;6072862;6074577	6070202;6070453;6070715;6071048;6071875;6072997;6074857	-;-;-;-;-;-;-	2108
FBgn0003302	X;X;X	6035753;6037069;6037758	6036978;6037262;6037800	-;-;-	1463
FBgn0029003	X;X	6008183;6012075	6009157;6013181	-;-	2082
FBgn0027546	X;X;X	5997508;5998947;5999994	5998822;5999500;6000797	-;-;-	2673
FBgn0029851	X;X;X;X;X;X	6237315;6238001;6238721;6238946;6239388;6240009	6237663;6238260;6238738;6239234;6239607;6240558	+;+;+;+;+;+	1686
FBgn0015818	X;X;X	6255822;6256019;6256161	6255944;6256102;6257596	+;+;+	1643
FBgn0029853	X	6261169	6262119	+	951
FBgn0028982	X;X;X;X;X;X	6267797;6268107;6268767;6269125;6269314;6269531	6267945;6268191;6268972;6269244;6269465;6274984	+;+;+;+;+;+	6166
FBgn0029857	X	6288100	6289562	+	1463
FBgn0029858	X;X	6291303;6292735	6292668;6294177	+;+	2809
FBgn0029861	X;X;X;X;X	6295389;6295710;6295964;6296709;6298303	6295553;6295900;6296648;6298231;6298970	+;+;+;+;+	3232
FBgn0029863	X;X;X;X;X	6303975;6304717;6305684;6305866;6306383	6304223;6304876;6305765;6306293;6306745	+;+;+;+;+	1282
FBgn0029864	X;X;X;X;X;X;X;X;X	6309212;6315999;6317421;6320489;6321820;6323689;6326053;6327664;6327797	6309454;6316262;6317741;6320998;6321969;6325990;6327598;6327730;6329828	+;+;+;+;+;+;+;+;+	7435
FBgn0029866	X;X;X;X	6337762;6339496;6341060;6342063	6338463;6339591;6341343;6343731	+;+;+;+	2751
FBgn0029867	X	6347103	6349236	+	2134
FBgn0029873	X;X	6524464;6524866	6524794;6526342	+;+	1808
FBgn0014031	X;X;X	6528948;6529567;6530498	6529265;6530429;6530726	+;+;+	1410
FBgn0000524	X;X;X;X	6533999;6535521;6536867;6537078	6534901;6536804;6537009;6538575	+;+;+;+	3828
FBgn0014026	X;X;X;X;X	6530897;6531835;6532298;6532490;6533124	6531431;6532205;6532421;6532549;6533348	-;-;-;-;-	1315
FBgn0029874	X;X	6526106;6527751	6527676;6527888	-;-	1709
FBgn0003139	X;X;X	6371065;6372276;6372652	6372187;6372563;6372915	-;-;-	1675
FBgn0016974	X;X;X;X	6361496;6362089;6362901;6363111	6362035;6362835;6362960;6363310	-;-;-;-	1547
FBgn0029868	X;X;X	6349016;6350122;6350293	6350054;6350238;6350401	-;-;-	1265
FBgn0043796	X;X;X;X	6299054;6299608;6299863;6301035	6299524;6299797;6300968;6301285	-;-;-;-	2018
FBgn0031275	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	749945;750609;752731;754487;755021;755662;756334;757128;757800;758847;759231;759679	750400;750803;753730;754630;755296;756080;757030;757520;757938;759122;759549;762399	+;+;+;+;+;+;+;+;+;+;+;+	7035
FBgn0031277	2L	779173	779655	+	483
FBgn0031282	2L	815993	818096	+	2104
FBgn0015621	2L	819964	821209	+	1246
FBgn0010583	2L;2L;2L;2L;2L;2L	825969;829305;830145;830738;831177;831714	826507;829971;830349;831083;831626;833241	+;+;+;+;+;+	3735
FBgn0020545	2L;2L;2L	852768;853192;853545	853005;853278;854539	+;+;+	1320
FBgn0031289	2L;2L;2L	860197;860764;861429	860409;861357;861806	+;+;+	1185
FBgn0002936	2L;2L	877302;877970	877871;878270	+;+	871
FBgn0002563	2L;2L	898500;899010	898941;901316	+;+	2749
FBgn0046113	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	914086;914338;914553;914800;915058;915325;915508;915815;916282;916707;917467	914279;914493;914615;915003;915269;915447;915750;916231;916653;917387;917805	+;+;+;+;+;+;+;+;+;+;+	3004
FBgn0031292	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	877172;878392;878838;879865;880974;881648;882048;882660;883096;883365;884052;884256;884442;884722;884908	878334;878773;879799;880914;881585;881947;882604;883039;883297;883991;884185;884388;884652;884846;885141	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7072
FBgn0020305	2L	868673	869857	-	1185
FBgn0029095	2L;2L;2L;2L;2L;2L;2L;2L;2L	861849;862319;862563;864195;864398;864877;865827;867814;868032	862258;862498;864134;864338;864794;865060;865861;868013;868354	-;-;-;-;-;-;-;-;-	3445
FBgn0031287	2L;2L;2L;2L	851251;851718;852499;852628	851659;852442;852571;852730	-;-;-;-	1310
FBgn0020304	2L;2L;2L;2L;2L;2L;2L	833584;834867;835353;835704;836546;842614;849899	834583;835290;835547;836171;837378;842943;851071	-;-;-;-;-;-;-	4423
FBgn0031286	2L	824329	825861	-	1533
FBgn0031284	2L;2L	818079;818704	818643;819508	-;-	1370
FBgn0031281	2L;2L;2L;2L;2L	813314;813951;814243;815275;815475	813893;814184;815221;815421;815950	-;-;-;-;-	2416
FBgn0000442	2L;2L;2L;2L;2L	786153;786479;786733;788242;790489	786422;786664;788178;788612;790798	-;-;-;-;-	2583
FBgn0026438	2L;2L;2L;2L;2L;2L;2L;2L	737212;738321;738508;739445;740357;740800;743338;744084	738268;738435;738837;740014;740690;741791;743623;744395	-;-;-;-;-;-;-;-	3996
FBgn0004611	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	305935;310200;317743;325678;334120;335415;336018;336349;337016;337938;339207;340710;342579;342866;344024;344555;345009;345215;355384	306389;310605;318120;325824;334257;335548;336203;336546;337198;338118;339441;340855;342792;343729;344489;344947;345153;347936;355566	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7774
FBgn0003278	2L;2L;2L	404285;404536;406095	404473;406035;407969	+;+;+	3564
FBgn0002593	2L;2L	419952;420292	420146;420864	+;+	768
FBgn0031255	2L;2L;2L;2L	422873;423916;424824;425073	423845;424763;425012;425321	+;+;+;+	2259
FBgn0004583	2L;2L;2L;2L;2L;2L	431227;438380;438582;443082;443226;446642	432117;438516;438727;443161;446583;448701	+;+;+;+;+;+	6672
FBgn0031256	2L;2L	453108;454330	454270;454654	+;+	1488
FBgn0031257	2L;2L;2L;2L;2L;2L;2L	455531;456086;456289;456539;456797;457400;457615	455827;456223;456468;456729;457338;457562;458745	+;+;+;+;+;+;+	2642
FBgn0027592	2L;2L;2L;2L;2L;2L;2L	473013;473223;474054;475036;475233;475916;476078	473165;473994;474765;475178;475851;476015;476170	+;+;+;+;+;+;+	2592
FBgn0003963	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	476220;489517;523466;525392;536023;537037;537549;537863;539310;539518	476331;491358;524059;525436;536966;537431;537749;539249;539452;540560	+;+;+;+;+;+;+;+;+;+	6706
FBgn0031263	2L;2L	559612;560097	560037;560523	+;+	853
FBgn0031265	2L	564163	566472	+	2310
FBgn0031266	2L;2L;2L	568340;568599;569348	568433;569290;572907	+;+;+	4346
FBgn0031268	2L;2L;2L;2L	574291;574508;574780;575144	574355;574698;575090;575734	+;+;+;+	1158
FBgn0023489	2L;2L;2L	577486;578155;578484	578033;578420;579549	+;+;+	1880
FBgn0010323	2L;2L;2L;2L	583540;587830;592272;593588	584445;588047;592633;594685	-;-;-;-	2584
FBgn0013323	2L;2L	575711;576081	576022;576896	-;-	1128
FBgn0031267	2L	573033	574264	-	1232
FBgn0021874	2L;2L;2L;2L	566366;566498;566680;567089	566438;566624;567030;568121	-;-;-;-	1584
FBgn0031264	2L	560568	563819	-	3252
FBgn0005660	2L;2L;2L;2L;2L	544925;546533;547978;549026;551158	546479;547900;548218;549502;552923	-;-;-;-;-	5407
FBgn0031260	2L;2L;2L	542786;543416;544333	543349;544266;544653	-;-;-	1736
FBgn0010602	2L;2L;2L	540599;541237;542430	541168;542379;542580	-;-;-	1864
FBgn0043364	2L	476446	479688	-	3243
FBgn0031258	2L;2L	458876;471398	464941;472200	-;-	6869
FBgn0015924	2L;2L;2L;2L;2L;2L	448254;449230;449435;450666;451230;452577	449170;449320;450540;450878;451302;453024	-;-;-;-;-;-	2848
FBgn0031253	2L	420895	421450	-	556
FBgn0031251	2L;2L;2L;2L;2L	396595;399848;400523;400725;401007	398866;400456;400667;400942;402198	-;-;-;-;-	4436
FBgn0031250	2L;2L;2L;2L	355565;356367;356891;357423	356312;356837;357191;357874	-;-;-;-	1972
FBgn0031249	2L	320279	321248	-	970
FBgn0067779	2L;2L;2L;2L;2L;2L;2L	66482;66676;67043;67569;67892;68085;70607	66612;67003;67507;67762;68023;70549;71390	+;+;+;+;+;+;+	4499
FBgn0031213	2L;2L;2L;2L;2L;2L;2L;2L	71757;71950;72387;73485;73820;74129;74903;75078	71804;72081;72977;73692;73897;74572;75018;76211	+;+;+;+;+;+;+;+	2751
FBgn0031216	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	94739;94989;95132;95354;97884;98527;99785;100572;100762;101016;101249;101876	94892;95070;95301;97833;98470;99723;100516;100703;100942;101194;101619;102086	+;+;+;+;+;+;+;+;+;+;+;+	6476
FBgn0031217	2L;2L;2L	102380;103006;103516	102906;103434;104142	+;+;+	1583
FBgn0001142	2L	132077	134472	+	2396
FBgn0031224	2L	143323	144227	+	905
FBgn0031228	2L;2L;2L	114726;155089;155858	114991;155784;156030	+;+;+	1135
FBgn0031229	2L;2L;2L	156029;156423;156736	156348;156552;157666	+;+;+	1381
FBgn0031231	2L;2L	203779;203993	203891;204782	+;+	903
FBgn0031233	2L;2L;2L	207179;207711;208729	207631;208608;210725	+;+;+	3348
FBgn0031240	2L;2L;2L	269088;269458;270661	269389;270606;271626	+;+;+	2417
FBgn0003444	2L;2L;2L;2L;2L;2L	277582;277930;278643;279185;279870;280110	277863;278323;279124;279805;280040;282167	+;+;+;+;+;+	4008
FBgn0031247	2L;2L	292419;292717	292660;293222	+;+	748
FBgn0024352	2L;2L;2L;2L	295122;295346;295704;296977	295280;295628;296811;297449	+;+;+;+	2023
FBgn0020622	2L;2L;2L	297880;299033;301706	298403;299918;305233	+;+;+	4938
FBgn0017457	2L;2L	292959;294441	294372;294681	-;-	1655
FBgn0025686	2L	287252	289144	-	1893
FBgn0031245	2L;2L;2L;2L;2L;2L	283385;284748;285433;286307;290813;291607	284210;284968;285726;286531;291031;291795	-;-;-;-;-;-	1974
FBgn0031244	2L;2L	281670;282654	282505;283269	-;-	1452
FBgn0031238	2L;2L;2L;2L;2L;2L	252589;253220;253446;253956;254562;271629	253145;253385;253890;254424;254750;271744	-;-;-;-;-;-	1942
FBgn0031239	2L	259949	267505	-	7557
FBgn0031232	2L;2L;2L;2L;2L	204743;205272;206001;206700;207231	205212;205943;206050;206797;207297	-;-;-;-;-	1357
FBgn0031227	2L;2L	153539;155128	155059;155305	-;-	1699
FBgn0051974	2L;2L;2L	141077;141396;141662	141340;141609;143091	-;-;-	1908
FBgn0031219	2L	115365	116488	-	1124
FBgn0026787	2L;2L;2L;2L;2L	103962;105005;105391;105512;105969	104947;105336;105455;105915;106732	-;-;-;-;-	2551
