RAWDATA	FLYBASE	SYMBOL
FBgn0040637	FBgn0040637	CG11458
FBgn0037035	FBgn0037035	CG10589
FBgn0011591	FBgn0011591	fng
FBgn0052432	FBgn0052432	CG32432
FBgn0027055	FBgn0027055	CSN3
FBgn0037026	FBgn0037026	CG3634
FBgn0037023	FBgn0037023	CG3698
FBgn0027364	FBgn0027364	Six4
FBgn0037022	FBgn0037022	CG11396
FBgn0037021	FBgn0037021	CG11399
FBgn0037019	FBgn0037019	Pex16
FBgn0037018	FBgn0037018	CG4042
FBgn0037017	FBgn0037017	CG4074
FBgn0045474	FBgn0045474	Gr77a
FBgn0037015	FBgn0037015	cmpy
FBgn0001320	FBgn0001320	kni
FBgn0037037	FBgn0037037	CG10588
FBgn0053283	FBgn0053283	CR33283
FBgn0037042	FBgn0037042	CG12984
FBgn0037044	FBgn0037044	Pdss2
FBgn0028402	FBgn0028402	Sin
FBgn0026179	FBgn0026179	siz
FBgn0053284	FBgn0053284	CG33284
FBgn0037050	FBgn0037050	ICA69
FBgn0037057	FBgn0037057	CG10512
FBgn0037060	FBgn0037060	CG10508
FBgn0028427	FBgn0028427	Ilk
FBgn0004865	FBgn0004865	Eip78C
FBgn0037061	FBgn0037061	CG12975
FBgn0037059	FBgn0037059	CG10510
FBgn0053056	FBgn0053056	CG33056
FBgn0053054	FBgn0053054	CG33054
FBgn0041100	FBgn0041100	park
FBgn0024150	FBgn0024150	Ac78C
FBgn0037051	FBgn0037051	CG10565
FBgn0020294	FBgn0020294	ko
FBgn0053285	FBgn0053285	CG33285
FBgn0037045	FBgn0037045	CG10584
FBgn0003415	FBgn0003415	skd
FBgn0053286	FBgn0053286	CG33286
FBgn0053287	FBgn0053287	CG33287
FBgn0037040	FBgn0037040	CG12983
FBgn0037039	FBgn0037039	CG10587
FBgn0037038	FBgn0037038	CG11037
FBgn0037036	FBgn0037036	Sems
FBgn0037068	FBgn0037068	Cpr78Cb
FBgn0037069	FBgn0037069	Cpr78Cc
FBgn0037071	FBgn0037071	CG7632
FBgn0037073	FBgn0037073	Tsr1
FBgn0052436	FBgn0052436	CG32436
FBgn0052437	FBgn0052437	CG32437
FBgn0052440	FBgn0052440	CG32440
FBgn0053288	FBgn0053288	CG33288
FBgn0005694	FBgn0005694	Aef1
FBgn0037087	FBgn0037087	CG7519
FBgn0037090	FBgn0037090	Est-Q
FBgn0037092	FBgn0037092	M6
FBgn0037093	FBgn0037093	Cdk12
FBgn0037094	FBgn0037094	CG7611
FBgn0053289	FBgn0053289	ppk5
FBgn0015283	FBgn0015283	Rpn10
FBgn0028663	FBgn0028663	VhaM9.7-b
FBgn0053290	FBgn0053290	CG33290
FBgn0037101	FBgn0037101	CG7634
FBgn0052438	FBgn0052438	SMC5
FBgn0052441	FBgn0052441	EMC10
FBgn0037102	FBgn0037102	CRIF
FBgn0037099	FBgn0037099	CG7173
FBgn0037098	FBgn0037098	Wnk
FBgn0029152	FBgn0029152	Mkrn1
FBgn0026371	FBgn0026371	SAK
FBgn0015239	FBgn0015239	Hr78
FBgn0037086	FBgn0037086	CG7202
FBgn0037085	FBgn0037085	Neu2
FBgn0014143	FBgn0014143	croc
FBgn0037082	FBgn0037082	CG5664
FBgn0037081	FBgn0037081	barc
FBgn0002842	FBgn0002842	sa
FBgn0037078	FBgn0037078	CG12971
FBgn0037076	FBgn0037076	ebd2
FBgn0037074	FBgn0037074	Tbc1d8-9
FBgn0003042	FBgn0003042	Pc
FBgn0037070	FBgn0037070	CG11309
FBgn0037067	FBgn0037067	Cpr78Ca
FBgn0037065	FBgn0037065	CG12974
FBgn0027945	FBgn0027945	ppl
FBgn0037064	FBgn0037064	CG9389
FBgn0037063	FBgn0037063	CG9391
FBgn0037106	FBgn0037106	CG11307
FBgn0037108	FBgn0037108	Alg11
FBgn0037110	FBgn0037110	ORMDL
FBgn0043783	FBgn0043783	CG32444
FBgn0052445	FBgn0052445	CG32445
FBgn0052446	FBgn0052446	Atox1
FBgn0037115	FBgn0037115	CG11249
FBgn0037117	FBgn0037117	CG11248
FBgn0037121	FBgn0037121	Rpb8
FBgn0037125	FBgn0037125	CG14573
FBgn0037128	FBgn0037128	CG14572
FBgn0037131	FBgn0037131	CG14564
FBgn0037133	FBgn0037133	CG7370
FBgn0000560	FBgn0000560	eg
FBgn0022936	FBgn0022936	CycH
FBgn0037134	FBgn0037134	CG7407
FBgn0037135	FBgn0037135	CG7414
FBgn0037139	FBgn0037139	CG14563
FBgn0037138	FBgn0037138	P5CDh1
FBgn0046301	FBgn0046301	CG7148
FBgn0052448	FBgn0052448	CG32448
FBgn0037130	FBgn0037130	Syn1
FBgn0037129	FBgn0037129	CG14565
FBgn0037127	FBgn0037127	CG14566
FBgn0037126	FBgn0037126	CG14567
FBgn0037124	FBgn0037124	CG14568
FBgn0037123	FBgn0037123	CG14569
FBgn0037122	FBgn0037122	CG14570
FBgn0037120	FBgn0037120	CG11247
FBgn0052447	FBgn0052447	CG32447
FBgn0037116	FBgn0037116	Als2
FBgn0037114	FBgn0037114	Cpr78E
FBgn0037109	FBgn0037109	MED1
FBgn0037107	FBgn0037107	CG7166
FBgn0037105	FBgn0037105	S1P
FBgn0037140	FBgn0037140	SLC22A
FBgn0037142	FBgn0037142	CG14562
FBgn0037143	FBgn0037143	CR7448
FBgn0037144	FBgn0037144	CG7458
FBgn0029091	FBgn0029091	Chs2
FBgn0037146	FBgn0037146	P5CS
FBgn0000045	FBgn0000045	Act79B
FBgn0004514	FBgn0004514	Oct-TyrR
FBgn0037149	FBgn0037149	CG14561
FBgn0000100	FBgn0000100	RpLP0
FBgn0004414	FBgn0004414	msopa
FBgn0037151	FBgn0037151	CG7130
FBgn0037150	FBgn0037150	CG7133
FBgn0027532	FBgn0027532	CG7139
FBgn0037147	FBgn0037147	CG7140
FBgn0037141	FBgn0037141	PolH
FBgn0052449	FBgn0052449	tRNA:Cys-GCA-4-1
FBgn0015075	FBgn0015075	Ddx1
FBgn0004179	FBgn0004179	Csp
FBgn0025702	FBgn0025702	Srpk79D
FBgn0027086	FBgn0027086	IleRS
FBgn0052450	FBgn0052450	CG32450
FBgn0037162	FBgn0037162	CG11449
FBgn0037164	FBgn0037164	CG11438
FBgn0037165	FBgn0037165	CG11437
FBgn0037166	FBgn0037166	CG11426
FBgn0037167	FBgn0037167	CG11425
FBgn0037163	FBgn0037163	laza
FBgn0004449	FBgn0004449	Ten-m
FBgn0011771	FBgn0011771	Hem
FBgn0037156	FBgn0037156	CG11523
FBgn0028500	FBgn0028500	Rich
FBgn0037169	FBgn0037169	CG11404
FBgn0037170	FBgn0037170	Trxr-2
FBgn0037172	FBgn0037172	ND-B14.5AL
FBgn0037174	FBgn0037174	CG14457
FBgn0037176	FBgn0037176	CG14456
FBgn0037179	FBgn0037179	CG14453
FBgn0037180	FBgn0037180	CG14452
FBgn0052453	FBgn0052453	CG32453
FBgn0037181	FBgn0037181	CG11370
FBgn0052452	FBgn0052452	CG32452
FBgn0037185	FBgn0037185	CG11367
FBgn0260481	FBgn0260481	CG32454
FBgn0037188	FBgn0037188	CG7369
FBgn0052451	FBgn0052451	SPoCk
FBgn0037191	FBgn0037191	CG14448
FBgn0010830	FBgn0010830	l(3)04053
FBgn0037186	FBgn0037186	CG11241
FBgn0037184	FBgn0037184	CG14450
FBgn0037183	FBgn0037183	CG14451
FBgn0037182	FBgn0037182	ArfGAP3
FBgn0037178	FBgn0037178	CG12546
FBgn0037177	FBgn0037177	CG14454
FBgn0037175	FBgn0037175	CG14455
FBgn0037171	FBgn0037171	CG14459
FBgn0037195	FBgn0037195	CG11226
FBgn0037197	FBgn0037197	CG13239
FBgn0053169	FBgn0053169	CG33169
FBgn0037200	FBgn0037200	CG11109
FBgn0037202	FBgn0037202	Ssl1
FBgn0037203	FBgn0037203	slif
FBgn0037204	FBgn0037204	CG11131
FBgn0037205	FBgn0037205	BoYb
FBgn0037206	FBgn0037206	CG12768
FBgn0037207	FBgn0037207	Mes2
FBgn0052457	FBgn0052457	CG32457
FBgn0052461	FBgn0052461	CG32461
FBgn0044324	FBgn0044324	Chro
FBgn0010348	FBgn0010348	Arf79F
FBgn0020518	FBgn0020518	snoRNA:Me28S-G764
FBgn0037199	FBgn0037199	EMC4
FBgn0052459	FBgn0052459	CG32459
FBgn0052462	FBgn0052462	CG32462
FBgn0052460	FBgn0052460	tRNA:Glu-CTC-2-3
FBgn0037397	FBgn0037397	CR1075
FBgn0046878	FBgn0046878	Obp83cd
FBgn0037402	FBgn0037402	Vha14-2
FBgn0037405	FBgn0037405	CG1077
FBgn0037406	FBgn0037406	Osi1
FBgn0051562	FBgn0051562	CR31562
FBgn0037408	FBgn0037408	NPFR
FBgn0037409	FBgn0037409	Osi24
FBgn0037410	FBgn0037410	Osi2
FBgn0037411	FBgn0037411	Osi3
FBgn0037413	FBgn0037413	Osi5
FBgn0027527	FBgn0027527	Osi6
FBgn0037414	FBgn0037414	Osi7
FBgn0037415	FBgn0037415	Osi8
FBgn0037416	FBgn0037416	Osi9
FBgn0037417	FBgn0286976	Osi10a
FBgn0037419	FBgn0037419	Osi12
FBgn0037421	FBgn0037421	CG15594
FBgn0037422	FBgn0037422	Osi13
FBgn0040279	FBgn0040279	Osi14
FBgn0037424	FBgn0037424	Osi15
FBgn0051561	FBgn0051561	Osi16
FBgn0051560	FBgn0051560	CG31560
FBgn0037427	FBgn0037427	Osi17
FBgn0037428	FBgn0037428	Osi18
FBgn0037420	FBgn0037420	CG15597
FBgn0037418	FBgn0037418	Osi11
FBgn0037412	FBgn0037412	Osi4
FBgn0051559	FBgn0051559	CG31559
FBgn0046875	FBgn0046875	Obp83g
FBgn0046876	FBgn0046876	Obp83ef
FBgn0026077	FBgn0026077	Gasp
FBgn0037399	FBgn0037399	Or83c
FBgn0037398	FBgn0037398	CG15580
FBgn0037396	FBgn0037396	CG11459
FBgn0037374	FBgn0037374	jagn
FBgn0037375	FBgn0037375	kat-60L1
FBgn0028690	FBgn0028690	Rpn5
FBgn0037377	FBgn0037377	CG1218
FBgn0037379	FBgn0037379	CG10979
FBgn0037384	FBgn0037384	dgrn
FBgn0037386	FBgn0037386	CG1208
FBgn0037387	FBgn0037387	CG1213
FBgn0037388	FBgn0037388	CG14676
FBgn0037389	FBgn0037389	CR10991
FBgn0028436	FBgn0028436	ECSIT
FBgn0037395	FBgn0037395	CG10280
FBgn0003261	FBgn0003261	Rm62
FBgn0010403	FBgn0010403	Obp83b
FBgn0011281	FBgn0011281	Obp83a
FBgn0040679	FBgn0040679	CG11373
FBgn0037391	FBgn0037391	CG2017
FBgn0029088	FBgn0029088	disp
FBgn0037383	FBgn0037383	Sec20
FBgn0037382	FBgn0037382	Hpr1
FBgn0037378	FBgn0037378	PSMG1
FBgn0037376	FBgn0037376	Hat1
FBgn0037372	FBgn0037372	CG2091
FBgn0037329	FBgn0037329	POLDIP2
FBgn0011715	FBgn0011715	Snr1
FBgn0037332	FBgn0037332	Hcs
FBgn0051550	FBgn0051550	CG31550
FBgn0010051	FBgn0010051	Itpr
FBgn0037338	FBgn0037338	Snm1
FBgn0037341	FBgn0037341	CG12746
FBgn0041191	FBgn0041191	Rheb
FBgn0037345	FBgn0037345	PolZ2
FBgn0037347	FBgn0037347	SecS
FBgn0019637	FBgn0019637	Atu
FBgn0037351	FBgn0037351	RpL13A
FBgn0051551	FBgn0051551	CG31551
FBgn0051549	FBgn0051549	CG31549
FBgn0037354	FBgn0037354	CG12171
FBgn0037356	FBgn0037356	CG12170
FBgn0037359	FBgn0037359	MED27
FBgn0046222	FBgn0046222	Wdr33
FBgn0037363	FBgn0037363	Atg17
FBgn0037368	FBgn0037368	CG1239
FBgn0037370	FBgn0037370	CG1236
FBgn0027497	FBgn0027497	Madm
FBgn0037371	FBgn0037371	Sym
FBgn0037369	FBgn0037369	CG2100
FBgn0004878	FBgn0004878	cas
FBgn0037365	FBgn0037365	CG2104
FBgn0037364	FBgn0037364	Rab23
FBgn0010772	FBgn0010772	Xe7
FBgn0037360	FBgn0037360	CG2182
FBgn0037358	FBgn0037358	elm
FBgn0027951	FBgn0027951	MTA1-like
FBgn0051548	FBgn0051548	CG31548
FBgn0051546	FBgn0051546	CG31546
FBgn0044823	FBgn0044823	Spec2
FBgn0037350	FBgn0037350	Dph4
FBgn0017550	FBgn0017550	Rga
FBgn0014366	FBgn0014366	noi
FBgn0037344	FBgn0037344	CG2926
FBgn0037342	FBgn0037342	CG2931
FBgn0037340	FBgn0037340	CG14671
FBgn0037339	FBgn0037339	Pi4KIIalpha
FBgn0037336	FBgn0037336	CG2519
FBgn0010399	FBgn0010399	Nmdar1
FBgn0051547	FBgn0051547	NKCC
FBgn0015402	FBgn0015402	ksr
FBgn0025825	FBgn0025825	HDAC3
FBgn0037330	FBgn0037330	mRpL44
FBgn0037328	FBgn0037328	RpL35A
FBgn0037327	FBgn0037327	PEK
FBgn0037295	FBgn0037295	dpr16
FBgn0037294	FBgn0037294	CG12590
FBgn0037297	FBgn0037297	CG1116
FBgn0037299	FBgn0037299	Vps37B
FBgn0037301	FBgn0037301	Mms19
FBgn0037304	FBgn0037304	CG1113
FBgn0037310	FBgn0037310	Tim17b1
FBgn0051542	FBgn0051542	CG31542
FBgn0003275	FBgn0003275	RpII18
FBgn0011965	FBgn0011965	tRNA:Arg-TCG-4-1
FBgn0037325	FBgn0037325	CG12147
FBgn0037324	FBgn0037324	Orco
FBgn0037323	FBgn0037323	CG2663
FBgn0037322	FBgn0037322	Or83a
FBgn0001311	FBgn0001311	kkv
FBgn0037320	FBgn0037320	CG14668
FBgn0037315	FBgn0037315	Cerk
FBgn0037312	FBgn0037312	CG11999
FBgn0051538	FBgn0051538	CG31538
FBgn0037307	FBgn0037307	Tim17a2
FBgn0037305	FBgn0037305	CG12173
FBgn0260462	FBgn0260462	CtsF
FBgn0053293	FBgn0053293	CG33293
FBgn0040208	FBgn0040208	Kat60
FBgn0037298	FBgn0037298	Sccpdh1
FBgn0037296	FBgn0037296	Prosbeta2R2
FBgn0004913	FBgn0004913	Gnf1
FBgn0037290	FBgn0037290	CG1124
FBgn0037293	FBgn0037293	CG12007
FBgn0040684	FBgn0040684	CG12589
FBgn0010313	FBgn0010313	corto
FBgn0037292	FBgn0037292	plh
FBgn0037291	FBgn0037291	CG14662
FBgn0037288	FBgn0037288	CG14661
FBgn0004436	FBgn0004436	Ubc6
FBgn0004183	FBgn0004183	snRNA:U1:82Eb
FBgn0020280	FBgn0020280	laf
FBgn0037262	FBgn0037262	MED31
FBgn0037263	FBgn0037263	slx1
FBgn0022981	FBgn0022981	rpk
FBgn0037265	FBgn0037265	spartin
FBgn0010750	FBgn0010750	atms
FBgn0037279	FBgn0037279	CG1129
FBgn0037280	FBgn0037280	BBS5
FBgn0037284	FBgn0037284	CG14659
FBgn0037283	FBgn0037283	CG14658
FBgn0037282	FBgn0037282	CG14657
FBgn0026417	FBgn0026417	Hus1-like
FBgn0037276	FBgn0037276	CG17387
FBgn0037275	FBgn0037275	CG14655
FBgn0027570	FBgn0027570	Nep2
FBgn0037270	FBgn0037270	eIF3f1
FBgn0040466	FBgn0040466	Dlip2
FBgn0037261	FBgn0037261	CG9775
FBgn0052945	FBgn0052945	CG32945
FBgn0027930	FBgn0027930	MP1
FBgn0037232	FBgn0037232	Suv3
FBgn0040687	FBgn0040687	CG14645
FBgn0037235	FBgn0037235	CG1103
FBgn0037238	FBgn0037238	CG1090
FBgn0037239	FBgn0037239	Sfxn1-3
FBgn0037240	FBgn0037240	Cont
FBgn0003882	FBgn0003882	tub
FBgn0037241	FBgn0037241	CG14646
FBgn0037244	FBgn0037244	CG14647
FBgn0051528	FBgn0051528	CG31528
FBgn0051525	FBgn0051525	CG31525
FBgn0037250	FBgn0037250	CG1074
FBgn0037252	FBgn0037252	CG14650
FBgn0037254	FBgn0037254	CG14651
FBgn0037255	FBgn0037255	Fip1
FBgn0051526	FBgn0051526	lncRNA:CR31526
FBgn0037260	FBgn0037260	Mur82C
FBgn0051523	FBgn0051523	CG31523
FBgn0051522	FBgn0051522	CG31522
FBgn0037251	FBgn0037251	CG9804
FBgn0037249	FBgn0037249	eIF3a
FBgn0037248	FBgn0037248	srl
FBgn0052944	FBgn0052944	CG32944
FBgn0037242	FBgn0037242	CG9855
FBgn0037236	FBgn0037236	Skp2
FBgn0037231	FBgn0037231	Vps24
FBgn0037230	FBgn0037230	Nepl11
FBgn0037213	FBgn0037213	CG12581
FBgn0037215	FBgn0037215	beta-Man
FBgn0037218	FBgn0037218	aux
FBgn0015331	FBgn0015331	abs
FBgn0010225	FBgn0010225	Gel
FBgn0037223	FBgn0037223	TwdlU
FBgn0037224	FBgn0037224	TwdlF
FBgn0037227	FBgn0037227	TwdlV
FBgn0041621	FBgn0041621	Or82a
FBgn0037228	FBgn0037228	CG1092
FBgn0037229	FBgn0037229	CG9766
FBgn0037225	FBgn0037225	TwdlG
FBgn0037220	FBgn0037220	CG14641
FBgn0051516	FBgn0051516	CG31516
FBgn0037217	FBgn0037217	CG14636
FBgn0000500	FBgn0000500	Dsk
FBgn0031670	FBgn0031670	SelT
FBgn0000299	FBgn0000299	Col4a1
FBgn0260470	FBgn0260470	SP555
FBgn0031676	FBgn0031676	senju
FBgn0031682	FBgn0031682	CG5828
FBgn0031683	FBgn0031683	CG4230
FBgn0031684	FBgn0031684	ND-13A
FBgn0031681	FBgn0031681	Pgant5
FBgn0028694	FBgn0028694	Rpn11
FBgn0031678	FBgn0031678	Nepl3
FBgn0031677	FBgn0031677	CG14036
FBgn0022023	FBgn0022023	eIF3h
FBgn0031675	FBgn0031675	CG9121
FBgn0031673	FBgn0031673	CG31650
FBgn0016075	FBgn0016075	vkg
FBgn0031668	FBgn0031668	CG31917
FBgn0053113	FBgn0053113	Rtnl1
FBgn0051971	FBgn0051971	tRNA:Asp-GTC-2-1
FBgn0046776	FBgn0046776	CR14033
FBgn0031693	FBgn0031693	Cyp4ac1
FBgn0031694	FBgn0031694	Cyp4ac2
FBgn0031695	FBgn0031695	Cyp4ac3
FBgn0031696	FBgn0031696	Bub1
FBgn0016076	FBgn0016076	vri
FBgn0015031	FBgn0015031	cype
FBgn0031701	FBgn0031701	TotM
FBgn0016920	FBgn0016920	nompC
FBgn0016660	FBgn0016660	H15
FBgn0031703	FBgn0031703	CG12512
FBgn0031702	FBgn0031702	fusl
FBgn0031700	FBgn0031700	CG14022
FBgn0031698	FBgn0031698	Ncoa6
FBgn0031697	FBgn0031697	CG14024
FBgn0000228	FBgn0000228	Bsg25D
FBgn0003716	FBgn0003716	tkv
FBgn0051914	FBgn0051914	tRNA:Asp-GTC-1-1
FBgn0031707	FBgn0031707	CG14020
FBgn0000318	FBgn0000318	cl
FBgn0031711	FBgn0031711	CG6907
FBgn0051989	FBgn0051989	Cap-D3
FBgn0051648	FBgn0051648	CG31648
FBgn0051915	FBgn0051915	CG31915
FBgn0002525	FBgn0002525	Lam
FBgn0031717	FBgn0031717	Oscillin
FBgn0031719	FBgn0031719	CG18269
FBgn0031721	FBgn0031721	CG14017
FBgn0004620	FBgn0004620	GluRIIA
FBgn0041719	FBgn0041719	snRNA:U4:25F
FBgn0031724	FBgn0031724	CG18266
FBgn0031728	FBgn0031728	Hsp60C
FBgn0031729	FBgn0031729	CG12511
FBgn0051646	FBgn0051646	DIP-theta
FBgn0031725	FBgn0031725	DIP-eta
FBgn0031723	FBgn0031723	CG7251
FBgn0031722	FBgn0031722	CG14011
FBgn0031720	FBgn0031720	CG14013
FBgn0031718	FBgn0031718	CG14014
FBgn0014189	FBgn0014189	Hel25E
FBgn0031716	FBgn0031716	CG14015
FBgn0031715	FBgn0031715	tomb
FBgn0031713	FBgn0031713	Coq6
FBgn0031710	FBgn0031710	Vps52
FBgn0031708	FBgn0031708	CG7382
FBgn0051647	FBgn0051647	lncRNA:CR31647
FBgn0031730	FBgn0031730	CG7236
FBgn0024191	FBgn0024191	sip1
FBgn0031736	FBgn0031736	CG11030
FBgn0031735	FBgn0031735	CG11029
FBgn0051912	FBgn0051912	asRNA:CR31912
FBgn0051913	FBgn0051913	CG31913
FBgn0031740	FBgn0031740	CG7239
FBgn0031741	FBgn0031741	CG11034
FBgn0031746	FBgn0031746	CG9029
FBgn0043362	FBgn0043362	bchs
FBgn0015381	FBgn0015381	dsf
FBgn0001128	FBgn0001128	Gpdh1
FBgn0031752	FBgn0031752	CG9044
FBgn0031753	FBgn0031753	CG13999
FBgn0031751	FBgn0031751	CG9016
FBgn0031749	FBgn0031749	CG14000
FBgn0031747	FBgn0031747	CG9021
FBgn0002855	FBgn0002855	Acp26Aa
FBgn0002856	FBgn0002856	Acp26Ab
FBgn0031745	FBgn0031745	rau
FBgn0051644	FBgn0051644	CG31644
FBgn0031739	FBgn0031739	CG14005
FBgn0031738	FBgn0031738	CG9171
FBgn0031737	FBgn0031737	obst-E
FBgn0031734	FBgn0031734	CG11147
FBgn0031733	FBgn0031733	CG14006
FBgn0031732	FBgn0031732	CG11149
FBgn0031731	FBgn0031731	CG14007
FBgn0003980	FBgn0003980	Vm26Ab
FBgn0031757	FBgn0031757	Ucp4C
FBgn0031758	FBgn0031758	Ucp4B
FBgn0001942	FBgn0001942	eIF4A
FBgn0001941	FBgn0001941	ifc
FBgn0031760	FBgn0031760	Tsp26A
FBgn0031763	FBgn0031763	CG13996
FBgn0051643	FBgn0051643	CG31643
FBgn0031768	FBgn0031768	IPIP
FBgn0031769	FBgn0031769	CG9135
FBgn0031770	FBgn0031770	CG13995
FBgn0031772	FBgn0031772	CG13994
FBgn0031774	FBgn0031774	CG9147
FBgn0031776	FBgn0031776	Pfdn1
FBgn0051642	FBgn0051642	CG31642
FBgn0031784	FBgn0031784	CG9222
FBgn0031785	FBgn0031785	CG13991
FBgn0040950	FBgn0040950	Muc26B
FBgn0031786	FBgn0031786	CG13989
FBgn0051639	FBgn0051639	CG31639
FBgn0031782	FBgn0031782	WDR79
FBgn0031779	FBgn0031779	CG9175
FBgn0031777	FBgn0031777	CG9154
FBgn0031775	FBgn0031775	CG9150
FBgn0031773	FBgn0031773	Fbw5
FBgn0031771	FBgn0031771	ND-51
FBgn0029161	FBgn0029161	slmo
FBgn0000052	FBgn0000052	Pfas
FBgn0031766	FBgn0031766	CG9117
FBgn0025742	FBgn0025742	mtm
FBgn0031764	FBgn0031764	CG9107
FBgn0001170	FBgn0001170	H2.0
FBgn0001089	FBgn0001089	Gal
FBgn0031759	FBgn0031759	lid
FBgn0000308	FBgn0000308	chic
FBgn0031756	FBgn0031756	CG13992
FBgn0003979	FBgn0003979	Vm26Aa
FBgn0040949	FBgn0040949	CG13998
FBgn0026755	FBgn0026755	Ugt37B1
FBgn0031791	FBgn0031791	AANATL2
FBgn0260452	FBgn0260452	CG13984
FBgn0015623	FBgn0015623	Cpr
FBgn0031803	FBgn0031803	ppk14
FBgn0031805	FBgn0031805	Nepl4
FBgn0043854	FBgn0043854	slam
FBgn0031808	FBgn0031808	Nepl5
FBgn0031811	FBgn0031811	CG13982
FBgn0031815	FBgn0031815	frj
FBgn0031820	FBgn0031820	Daxx
FBgn0027496	FBgn0027496	epsilonCOP
FBgn0051638	FBgn0051638	CG31638
FBgn0031824	FBgn0031824	CG9547
FBgn0031822	FBgn0031822	Phf5a
FBgn0031821	FBgn0287695	KFase
FBgn0031818	FBgn0031818	CG9536
FBgn0031817	FBgn0031817	HemK1
FBgn0031816	FBgn0031816	Rchy1
FBgn0031814	FBgn0031814	retm
FBgn0011722	FBgn0011722	Tig
FBgn0031804	FBgn0031804	CG9500
FBgn0031801	FBgn0031801	CG9498
FBgn0031800	FBgn0031800	CG9497
FBgn0031799	FBgn0031799	Pez
FBgn0031792	FBgn0031792	CG13983
FBgn0031826	FBgn0031826	CG9550
FBgn0051637	FBgn0051637	CG31637
FBgn0031830	FBgn0031830	COX5B
FBgn0031831	FBgn0031831	COX5BL
FBgn0031836	FBgn0031836	CG11050
FBgn0031842	FBgn0286898	Tango1
FBgn0028467	FBgn0028467	CG11070
FBgn0000392	FBgn0000392	cup
FBgn0031851	FBgn0031851	Aatf
FBgn0046704	FBgn0046704	Liprin-alpha
FBgn0031853	FBgn0031853	TTLL3B
FBgn0031855	FBgn0031855	meng
FBgn0051910	FBgn0051910	CG31910
FBgn0031854	FBgn0031854	TTLL3A
FBgn0025777	FBgn0025777	homer
FBgn0025595	FBgn0025595	AkhR
FBgn0031850	FBgn0031850	Tsp
FBgn0031849	FBgn0031849	CG11327
FBgn0028703	FBgn0028703	Nhe3
FBgn0031848	FBgn0031848	Nse1
FBgn0000351	FBgn0000351	cort
FBgn0028990	FBgn0028990	Spn27A
FBgn0031844	FBgn0031844	CG13771
FBgn0051636	FBgn0051636	CG31636
FBgn0051633	FBgn0051633	CG31633
FBgn0051635	FBgn0051635	CG31635
FBgn0051634	FBgn0051634	Oatp26F
FBgn0031837	FBgn0031837	DIP-iota
FBgn0031834	FBgn0031834	CG13766
FBgn0031832	FBgn0031832	CG9596
FBgn0031829	FBgn0031829	IFT52
FBgn0031858	FBgn0031858	CG17378
FBgn0051631	FBgn0051631	tRNA:Arg-CCT-1-1
FBgn0031860	FBgn0031860	CG11236
FBgn0051632	FBgn0051632	sens-2
FBgn0017551	FBgn0017551	Rca1
FBgn0031866	FBgn0031866	Nlg2
FBgn0031868	FBgn0031868	Rat1
FBgn0004838	FBgn0004838	Hrb27C
FBgn0020616	FBgn0020616	SA
FBgn0031875	FBgn0031875	CG3430
FBgn0031877	FBgn0031877	Hmgcl
FBgn0021944	FBgn0021944	Coprox
FBgn0031879	FBgn0031879	uif
FBgn0016978	FBgn0016978	snRNP-U1-70K
FBgn0031878	FBgn0031878	sip2
FBgn0031876	FBgn0031876	Atac1
FBgn0031874	FBgn0031874	CG13775
FBgn0031873	FBgn0031873	Gas41
FBgn0031872	FBgn0031872	ihog
FBgn0031871	FBgn0031871	Fgop2
FBgn0031869	FBgn0031869	CG18304
FBgn0028554	FBgn0028554	x16
FBgn0026196	FBgn0026196	nop5
FBgn0052829	FBgn0052829	CG32829
FBgn0011737	FBgn0011737	Wee1
FBgn0042092	FBgn0042092	CG13773
FBgn0031865	FBgn0031865	Nha1
FBgn0031861	FBgn0031861	CG17375
FBgn0042189	FBgn0042189	CG17376
FBgn0015776	FBgn0015776	nrv1
FBgn0031857	FBgn0031857	LUBEL
FBgn0031856	FBgn0031856	CG11322
FBgn0003046	FBgn0003046	Pcp
FBgn0031881	FBgn0031881	MME1
FBgn0031885	FBgn0031885	Mnn1
FBgn0031887	FBgn0031887	Ugt307A1
FBgn0031893	FBgn0031893	MICU1
FBgn0051909	FBgn0051909	CG31909
FBgn0031900	FBgn0031900	CG13786
FBgn0031897	FBgn0031897	CG13784
FBgn0031896	FBgn0031896	CG4502
FBgn0031895	FBgn0031895	CG4497
FBgn0031894	FBgn0031894	CG4496
FBgn0031888	FBgn0031888	Pvf2
FBgn0031886	FBgn0031886	Nuf2
FBgn0051907	FBgn0051907	Mst27D
FBgn0031882	FBgn0031882	Rab30
FBgn0051908	FBgn0051908	CG31908
FBgn0031902	FBgn0031902	Wnt6
FBgn0031903	FBgn0031903	Wnt10
FBgn0002938	FBgn0002938	ninaC
FBgn0031905	FBgn0031905	gudu
FBgn0031907	FBgn0031907	CG5171
FBgn0031908	FBgn0031908	CG5177
FBgn0031910	FBgn0031910	CG15818
FBgn0028387	FBgn0028387	chm
FBgn0031914	FBgn0031914	CG5973
FBgn0031918	FBgn0031918	CG6055
FBgn0031920	FBgn0031920	CG6441
FBgn0011283	FBgn0011283	Obp28a
FBgn0045495	FBgn0045495	Gr28b
FBgn0041247	FBgn0041247	Gr28a
FBgn0025697	FBgn0025697	santa-maria
FBgn0031913	FBgn0031913	CG5958
