Chr	Start	End	Strand	Length
FBgn0024973	X;X;X;X;X	2717638;2718813;2719165;2719827;2720059	2718750;2719091;2719767;2719987;2720327	-;-;-;-;-	2425
FBgn0024998	X;X;X;X;X	2711756;2712093;2713334;2713496;2713678	2712022;2713270;2713431;2713621;2713960	-;-;-;-;-	1952
FBgn0024995	X;X	2706151;2706953	2706856;2707427	-;-	1181
FBgn0024994	X;X	2701124;2703288	2702775;2703852	-;-	2217
FBgn0024992	X;X;X;X;X;X;X	2694392;2695393;2695988;2696321;2696916;2697339;2697849	2695225;2695928;2696258;2696857;2697284;2697788;2698211	-;-;-;-;-;-;-	3360
FBgn0000092	X;X;X	2692732;2693156;2693733	2693097;2693648;2693886	-;-;-	1013
FBgn0025838	X	2681987	2682932	-	946
FBgn0011276	X;X	2680199;2681334	2681236;2681723	-;-	1428
FBgn0004647	X;X;X;X;X;X;X;X;X	3134870;3147975;3155927;3156260;3159103;3163479;3169722;3170104;3170635	3135827;3148065;3156189;3156464;3159233;3169627;3170031;3170559;3172221	+;+;+;+;+;+;+;+;+	10150
FBgn0040396	X;X	3175018;3175934	3175658;3176223	+;+	931
FBgn0000479	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	3176440;3189534;3244735;3245073;3246295;3256068;3256287;3258611;3279947;3289381;3291010;3293600;3313500;3321041;3325927;3329407;3332442;3333870;3334555;3337242;3337689;3338026;3338215;3338448;3338970	3176685;3190576;3244854;3246195;3246685;3256211;3256317;3258878;3281155;3290291;3291877;3295453;3314608;3321217;3325965;3329844;3332546;3334331;3334648;3337582;3337953;3338140;3338377;3338816;3343767	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	16683
FBgn0002933	X	3242412	3242934	+	523
FBgn0003374	X	3250089	3251040	+	952
FBgn0029660	X;X;X	3460592;3461247;3462048	3461195;3461947;3462500	+;+;+	1758
FBgn0029662	X;X;X;X;X	3465737;3466270;3466399;3471874;3474141	3466207;3466335;3466632;3473450;3474524	-;-;-;-;-	2732
FBgn0029661	X;X	3462474;3463881	3463827;3464044	-;-	1518
FBgn0029659	X;X	3459016;3460024	3459953;3460240	-;-	1155
FBgn0029658	X	3434943	3435807	-	865
FBgn0052493	X	3427452	3427523	-	72
FBgn0029657	X;X;X;X;X;X;X;X;X	3387944;3393025;3423863;3439306;3439995;3445072;3447717;3447885;3448895	3392891;3393531;3424292;3439453;3440146;3445094;3447817;3448067;3448943	-;-;-;-;-;-;-;-;-	6541
FBgn0029656	X	3314744	3316402	-	1659
FBgn0003086	X	3248600	3249289	-	690
FBgn0010296	X	3243954	3244220	-	267
FBgn0010295	X	3241491	3242084	-	594
FBgn0010294	X	3240026	3240571	-	546
FBgn0040393	X	3236130	3236686	-	557
FBgn0000644	X;X;X	3173376;3173668;3174343	3173595;3174278;3174474	-;-;-	963
FBgn0028746	X;X	3172268;3173045	3172987;3173140	-;-	816
FBgn0040355	X;X;X	2890768;2893087;2893221	2890883;2893158;2894232	+;+;+	1200
FBgn0052793	X;X	2929796;2930195	2930050;2932626	+;+	2687
FBgn0029642	X	2935127	2935966	+	840
FBgn0025645	X	2937027	2938073	+	1047
FBgn0029643	X;X	2938856;2939655	2939552;2940527	+;+	1570
FBgn0029644	X;X	2941408;2941609	2941536;2942329	+;+	850
FBgn0029645	X;X	2943386;2943673	2943536;2944569	+;+	1048
FBgn0029646	X	2945403	2946589	+	1187
FBgn0029647	X	2947094	2947580	+	487
FBgn0029648	X;X	2948034;2948218	2948148;2949120	+;+	1018
FBgn0028369	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	2740384;2740805;2741157;2862764;2968281;2989051;2989186;2994861;2995211;3066111;3099550;3113168;3128639;3129253;3130382;3130559;3130743;3131926	2740471;2741004;2741244;2862816;2968578;2989113;2989281;2995159;2995488;3066508;3100318;3113223;3128802;3130312;3130484;3130686;3131847;3134532	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7853
FBgn0029649	X	3066615	3067562	-	948
FBgn0003285	X;X;X;X;X;X;X;X	2950399;2954653;2955541;2955948;2957057;2957461;2965979;2973401	2954530;2955201;2955643;2956178;2957257;2957959;2966080;2973834	-;-;-;-;-;-;-;-	6251
FBgn0025644	X;X	2925884;2927109	2926779;2927258	-;-	1046
FBgn0029639	X	2885186	2885914	-	729
FBgn0040354	X;X	2882226;2883552	2883467;2883661	-;-	1352
FBgn0040353	X	2875428	2876533	-	1106
FBgn0040352	X;X	2871884;2872743	2872687;2872853	-;-	915
FBgn0029664	X;X;X	3482965;3483146;3483970	3483083;3483912;3484555	+;+;+	1472
FBgn0029666	X;X;X;X;X;X	3485650;3486083;3486313;3487597;3487841;3488075	3486021;3486184;3487530;3487787;3488022;3490915	+;+;+;+;+;+	4906
FBgn0029669	X;X;X	3514316;3514355;3515252	3514336;3514459;3515757	+;+;+	632
FBgn0052792	X;X;X;X;X;X;X	3557812;3559144;3569504;3569755;3570232;3570666;3571544	3557838;3559277;3569694;3570058;3570380;3571474;3572000	+;+;+;+;+;+;+	2071
FBgn0044046	X;X;X	3667621;3668240;3668535	3668180;3668412;3668845	+;+;+	1044
FBgn0023215	X;X;X;X;X;X;X;X;X;X;X	3671801;3683353;3688235;3689363;3692953;3698118;3699114;3699339;3699684;3699930;3700671	3672039;3683449;3688495;3689482;3693932;3699027;3699273;3699486;3699787;3700464;3701672	+;+;+;+;+;+;+;+;+;+;+	4556
FBgn0015286	X;X;X;X;X;X;X	3704610;3707368;3708744;3709836;3710069;3716472;3719363	3706251;3707491;3708918;3709996;3710248;3716667;3719635	-;-;-;-;-;-;-	2751
FBgn0023216	X;X	3668837;3670655	3670587;3671502	-;-	2599
FBgn0029672	X;X;X;X	3571456;3572003;3572595;3573368	3571939;3572532;3573303;3573622	-;-;-;-	1978
FBgn0052791	X;X;X;X;X;X;X;X;X;X;X;X	3507245;3514002;3514868;3519825;3520042;3522212;3523634;3523922;3530315;3541868;3568304;3571492	3513652;3514172;3514987;3519953;3520133;3522312;3523819;3524031;3530665;3542052;3569275;3571649	-;-;-;-;-;-;-;-;-;-;-;-	8983
FBgn0029667	X;X;X;X;X;X	3491011;3492513;3492884;3493137;3503389;3504539	3492437;3492816;3493048;3493173;3503431;3504851	-;-;-;-;-;-	2289
FBgn0029665	X	3484605	3485378	-	774
FBgn0029663	X;X;X;X;X;X	3476463;3478611;3479128;3480422;3480859;3482026	3478549;3479032;3480349;3480729;3481344;3482322	-;-;-;-;-;-	4822
FBgn0052785	X	3819699	3819770	+	72
FBgn0025118	X	3827622	3827693	+	72
FBgn0028491	X;X;X;X;X;X;X;X;X;X;X;X;X	3868973;3869499;3869953;3870318;3872413;3873118;3875766;3875902;3876315;3876455;3877628;3879007;3879513	3869179;3869818;3870226;3870544;3872557;3873176;3875834;3876242;3876393;3877458;3878817;3879214;3880379	+;+;+;+;+;+;+;+;+;+;+;+;+	4990
FBgn0028665	X;X;X	3880748;3881454;3882053	3881115;3881962;3882967	+;+;+	1792
FBgn0029681	X;X;X	3884168;3888649;3889691	3884474;3889542;3890486	+;+;+	1997
FBgn0029686	X;X;X	3936517;3936993;3939215	3936939;3939155;3940582	+;+;+	3954
FBgn0052786	X;X;X	3940847;3941231;3943453	3941177;3943393;3944265	+;+;+	3307
FBgn0052783	X;X;X	3945043;3945427;3947649	3945373;3947589;3948460	+;+;+	3306
FBgn0029687	X;X;X;X;X;X;X	3948975;3949481;3951415;3951636;3951829;3952108;3952767	3949372;3949713;3951567;3951745;3952041;3952221;3955442	+;+;+;+;+;+;+	3897
FBgn0029690	X;X;X;X	3968788;3969351;3969730;3970413	3969289;3969643;3970077;3971350	-;-;-;-	2081
FBgn0029689	X;X;X;X	3965435;3966588;3967397;3968030	3966521;3967337;3967632;3968655	-;-;-;-	2699
FBgn0029688	X;X;X;X;X;X;X;X;X	3955543;3956049;3956307;3956513;3960477;3960642;3964417;3964567;3964701	3955972;3956245;3956427;3960410;3960584;3964352;3964497;3964638;3965327	-;-;-;-;-;-;-;-;-	9245
FBgn0029685	X;X;X;X	3932000;3935260;3935730;3936384	3935179;3935356;3936281;3936469	-;-;-;-	3915
FBgn0019661	X	3857230	3862697	-	5468
FBgn0029694	X;X;X	4101318;4101787;4102464	4101710;4102093;4102995	+;+;+	1232
FBgn0000221	X	4104342	4105791	+	1450
FBgn0026084	X;X;X;X;X;X;X	4106113;4106835;4108949;4109495;4109689;4109897;4110152	4106273;4106927;4109370;4109509;4109824;4110010;4110981	+;+;+;+;+;+;+	1771
FBgn0026085	X;X	4113701;4114064	4113935;4114929	+;+	1101
FBgn0026083	X;X;X;X;X;X;X;X;X	4117020;4117550;4117964;4118356;4119714;4120502;4121454;4122064;4125924	4117395;4117895;4118279;4119017;4120440;4121236;4121930;4125787;4130016	+;+;+;+;+;+;+;+;+	11456
FBgn0066114	X;X	4131211;4131558	4131494;4132833	+;+	1560
FBgn0029697	X;X;X;X;X;X;X;X;X;X;X;X;X;X	4218170;4219081;4219504;4219591;4219793;4219994;4220189;4220469;4220664;4221022;4221364;4221555;4222430;4222630	4219015;4219404;4219533;4219725;4219936;4220128;4220398;4220603;4220933;4221297;4221495;4222358;4222564;4223331	+;+;+;+;+;+;+;+;+;+;+;+;+;+	4278
FBgn0029701	X	4266097	4266669	+	573
FBgn0029702	X	4268701	4271083	+	2383
FBgn0029706	X;X;X;X;X;X	4366417;4368814;4369174;4369453;4369675;4369860	4368142;4369111;4369387;4369606;4369790;4371136	+;+;+;+;+;+	3785
FBgn0029707	X;X	4380758;4381788	4381567;4382466	+;+	1489
FBgn0029705	X;X;X;X	4327080;4327622;4328192;4329159	4327558;4328112;4328565;4329457	-;-;-;-	1643
FBgn0040907	X;X;X	4321764;4321931;4322091	4321867;4322034;4322231	-;-;-	349
FBgn0002707	X;X;X;X;X;X;X;X	4314230;4314817;4315860;4316749;4316964;4317633;4317853;4318710	4314727;4315793;4316686;4316903;4317560;4317794;4318150;4318801	-;-;-;-;-;-;-;-	3606
FBgn0040906	X	4311279	4311799	-	521
FBgn0029703	X;X;X	4300117;4301801;4302265	4301699;4302081;4302346	-;-;-	1946
FBgn0040905	X	4277547	4277961	-	415
FBgn0040904	X	4276493	4277000	-	508
FBgn0029700	X	4251870	4252790	-	921
FBgn0052774	X;X	4244095;4245718	4245659;4246139	-;-	1987
FBgn0041252	X;X	4241887;4242721	4242613;4242826	-;-	833
FBgn0029696	X	4216873	4217394	-	522
FBgn0000635	X;X;X;X;X;X;X;X;X;X;X;X;X	4132887;4135411;4135870;4136569;4139053;4140175;4142050;4143627;4149388;4154387;4154585;4203191;4205900	4134903;4135533;4136298;4136770;4139317;4141954;4143543;4143751;4149551;4154431;4154756;4203486;4206093	-;-;-;-;-;-;-;-;-;-;-;-;-	7306
FBgn0026080	X;X;X;X;X	4114800;4115002;4115297;4116599;4116793	4114929;4115214;4116544;4116725;4117487	-;-;-;-;-	2413
FBgn0026079	X;X;X	4111156;4111643;4113545	4111584;4113467;4113734	-;-;-	2444
FBgn0004832	X;X	4102955;4103962	4103896;4104197	-;-	1178
FBgn0029693	X;X	4097592;4099993	4099891;4101031	-;-	3339
FBgn0000179	X;X;X;X;X;X;X;X;X;X	4412856;4413462;4427135;4428198;4450688;4450877;4478148;4478354;4482131;4482517	4412920;4413899;4427539;4429498;4450801;4451039;4478294;4478430;4482384;4485647	+;+;+;+;+;+;+;+;+;+	6095
FBgn0029708	X;X;X;X;X;X	4530231;4531297;4532856;4533120;4533261;4533525	4530601;4532678;4533051;4533197;4533343;4535464	+;+;+;+;+;+	4050
FBgn0029709	X;X;X	4540908;4541217;4541907	4541144;4541551;4542506	+;+;+	1172
FBgn0029710	X;X;X;X	4542630;4542978;4543176;4544234	4542912;4543122;4544176;4544497	+;+;+;+	1693
FBgn0029712	X	4549070	4549957	+	888
FBgn0029714	X;X	4551973;4552308	4552243;4553006	+;+	970
FBgn0029716	X	4558072	4560317	+	2246
FBgn0022768	X;X;X	4679988;4683487;4685112	4683422;4683934;4686903	-;-;-	5675
FBgn0029715	X	4553117	4554398	-	1282
FBgn0029713	X	4549883	4551878	-	1996
FBgn0029711	X;X	4544617;4547386	4546824;4548794	-;-	3617
FBgn0003210	X;X;X;X	4535635;4537486;4538775;4539664	4537431;4538709;4539603;4540626	-;-;-;-	4813
FBgn0052773	X;X;X;X;X;X	4387676;4393325;4393761;4459955;4562605;4610851	4388251;4393604;4394040;4460105;4562650;4611385	-;-;-;-;-;-	1868
FBgn0011760	X;X;X;X	4687800;4688203;4691637;4698297	4688028;4688672;4691844;4702034	+;+;+;+	4645
FBgn0028325	X;X;X;X;X	4702284;4702325;4703555;4704195;4704588	4702300;4702892;4704119;4704517;4705265	+;+;+;+;+	2151
FBgn0029722	X;X	4705309;4706005	4705686;4707504	+;+	1878
FBgn0029727	X	4784075	4786059	+	1985
FBgn0029729	X	4825974	4826833	+	860
FBgn0029730	X	4875670	4877263	+	1594
FBgn0029733	X;X	4906900;4907460	4907405;4908821	+;+	1868
FBgn0052772	X;X;X;X;X;X;X	4909102;4910852;4912381;4912743;4912945;4913204;4913846	4909797;4911178;4912511;4912875;4913129;4913783;4915161	+;+;+;+;+;+;+	3368
FBgn0029737	X;X;X;X;X;X	4918730;4919454;4919899;4920095;4920330;4921046	4919340;4919593;4920020;4920269;4920991;4921648	+;+;+;+;+;+	2313
FBgn0004368	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	4939128;4939437;4939581;4940422;4947607;4947919;4948990;4949741;4950471;4950964;4953165;4953493;4953725;4954117;4954971	4939304;4939532;4939675;4940847;4947853;4948197;4949668;4950189;4950899;4953107;4953423;4953621;4954090;4954624;4955916	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7229
FBgn0029740	X	4997441	4998388	+	948
FBgn0061196	X	4959929	4961128	-	1200
FBgn0029728	X;X;X;X;X;X;X;X;X	4797231;4797633;4797967;4798571;4799940;4800835;4803427;4803690;4804698	4797570;4797872;4798512;4799881;4800647;4803352;4803618;4803820;4804862	-;-;-;-;-;-;-;-;-	6151
FBgn0029726	X;X	4782201;4782769	4782758;4782789	-;-	579
FBgn0029725	X	4775984	4777375	-	1392
FBgn0025679	X	4770557	4771588	-	1032
FBgn0029724	X	4768727	4770137	-	1411
FBgn0029745	X	5131898	5132985	+	1088
FBgn0029746	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	5085759;5089342;5163901;5174897;5186903;5203311;5217431;5221241;5223919;5224141;5224356;5224687;5225237;5225914;5228327;5228876;5229191;5233442;5233772;5234024;5234319;5234699;5237522;5237899;5238117;5243377;5246523;5249470;5249749;5250078;5250423;5250729	5086201;5090145;5165498;5176788;5187429;5203415;5217557;5221437;5224040;5224267;5224475;5224833;5225828;5225999;5228467;5229015;5229404;5233664;5233914;5234214;5234509;5237436;5237836;5238006;5238267;5243486;5249400;5249643;5250012;5250274;5250574;5254864	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	19353
FBgn0003449	X;X	5309242;5310132	5309706;5310501	+;+	835
FBgn0011761	X	5312171	5313125	+	955
FBgn0029753	X;X	5313258;5314212	5314145;5315190	+;+	1867
FBgn0029755	X	5317409	5319071	+	1663
FBgn0014024	X;X;X;X;X;X;X;X	5318928;5319654;5319813;5319998;5320559;5321562;5321819;5322390	5319582;5319756;5319933;5320504;5321503;5321737;5322327;5322696	-;-;-;-;-;-;-;-	3323
FBgn0029754	X;X;X;X;X	5315130;5316101;5316276;5316872;5317100	5316034;5316186;5316806;5317036;5317295	-;-;-;-;-	1883
FBgn0029752	X;X;X	5310581;5311194;5311853	5311126;5311719;5311888	-;-;-	1108
FBgn0029751	X	5306261	5307417	-	1157
FBgn0029750	X;X	5302988;5305331	5305254;5305691	-;-	2628
FBgn0029747	X;X	5180182;5181584	5181519;5182369	-;-	2124
FBgn0052767	X;X;X;X;X;X	5071027;5078118;5081181;5081486;5082417;5084573	5078026;5081115;5081257;5082239;5083025;5084768	-;-;-;-;-;-	11634
FBgn0024332	X;X;X	5323855;5325419;5325727	5325355;5325652;5326738	+;+;+	2747
FBgn0026751	X;X;X;X;X	5329876;5330214;5331531;5331682;5332069	5330152;5331470;5331619;5332010;5332435	+;+;+;+;+	2319
FBgn0010014	X;X;X;X	5332499;5332742;5333053;5333370	5332518;5332827;5333100;5334449	+;+;+;+	1234
FBgn0029761	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	5340236;5341181;5351829;5355947;5358272;5365225;5376048;5378302;5378630;5383063;5383542;5388242;5394053;5396184;5396473;5398065;5398404;5398590;5399532	5340321;5341697;5353004;5356048;5358721;5365913;5376193;5378521;5378731;5383379;5383646;5388377;5394188;5396294;5397118;5398134;5398505;5398762;5405138	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	10891
FBgn0029763	X;X;X;X;X;X;X;X	5421533;5421968;5422183;5422392;5422580;5423119;5423815;5425143	5421667;5422126;5422266;5422502;5423017;5423750;5424962;5427219	+;+;+;+;+;+;+;+	4784
FBgn0029765	X;X;X	5427517;5427806;5428021	5427690;5427955;5428217	+;+;+	521
FBgn0029766	X	5429571	5432526	+	2956
FBgn0029768	X;X;X;X;X;X;X	5446656;5461696;5464795;5478638;5480833;5487374;5491532	5446975;5461748;5464959;5479155;5480963;5487435;5494012	+;+;+;+;+;+;+	3730
FBgn0029770	X	5501476	5502782	+	1307
FBgn0029771	X;X;X	5516608;5517572;5518044	5517498;5517844;5518771	+;+;+	1892
FBgn0026702	X;X	5622648;5624475	5624407;5625493	+;+	2779
FBgn0004687	X;X;X;X	5619136;5620479;5622252;5622417	5620286;5620575;5622279;5622539	-;-;-;-	1399
FBgn0029778	X;X;X;X;X	5616572;5617121;5617309;5617858;5618566	5617056;5617226;5617786;5618480;5618806	-;-;-;-;-	1933
FBgn0052762	X;X;X	5500208;5500618;5501133	5500520;5501061;5501229	-;-;-	854
FBgn0029769	X;X	5493014;5495837	5495772;5496052	-;-	2975
FBgn0029762	X;X;X;X;X;X;X;X	5405238;5405757;5405905;5406149;5406326;5407320;5407747;5410486	5405690;5405851;5406081;5406248;5407067;5407692;5407927;5410849	-;-;-;-;-;-;-;-	2485
FBgn0029756	X;X	5326675;5328169	5328109;5329347	-;-	2614
FBgn0028474	X;X;X;X;X;X	5666052;5666557;5667210;5668398;5669302;5670051	5666468;5666798;5668332;5669226;5669945;5670652	+;+;+;+;+;+	3857
FBgn0029785	X;X;X;X	5672401;5672734;5672998;5673217	5672522;5672875;5673134;5673547	+;+;+;+	732
FBgn0003747	X;X;X;X;X;X;X	5680617;5680901;5681223;5681485;5681816;5682029;5682351	5680835;5681161;5681417;5681753;5681970;5682281;5682488	+;+;+;+;+;+;+	1490
FBgn0000394	X;X;X;X	5690002;5691892;5692165;5692377	5690988;5692104;5692309;5693084	+;+;+;+	2053
FBgn0029791	X;X;X;X;X;X;X;X;X;X;X;X;X	5698557;5699187;5703003;5703656;5703830;5704447;5704611;5706509;5706745;5707373;5707557;5707987;5708222	5699172;5699258;5703604;5703775;5704389;5704545;5704724;5706655;5707310;5707500;5707934;5708164;5708633	+;+;+;+;+;+;+;+;+;+;+;+;+	3992
FBgn0029795	X;X	5732740;5733914	5733824;5734614	+;+	1786
FBgn0029798	X;X;X;X;X;X;X	5747747;5748994;5749737;5750462;5750849;5751064;5751342	5748918;5749541;5750400;5750604;5750978;5751273;5752077	+;+;+;+;+;+;+	3603
FBgn0029799	X;X	5752249;5752864	5752761;5754041	+;+	1691
FBgn0029801	X;X;X;X	5755574;5756393;5757862;5758405	5756204;5756851;5758347;5759751	+;+;+;+	2923
FBgn0029809	X	5789487	5790919	+	1433
FBgn0029810	X;X	5792140;5794204	5794142;5794543	+;+	2343
FBgn0029811	X;X	5804677;5804806	5804742;5805344	+;+	605
FBgn0029812	X;X;X	5808954;5809152;5809403	5809094;5809331;5810158	+;+;+	1077
FBgn0029814	X;X;X;X;X;X;X	5818559;5819015;5834351;5836041;5836730;5836975;5837206	5818594;5819202;5834480;5836155;5836890;5837114;5840823	+;+;+;+;+;+;+	4388
FBgn0052761	X	5832298	5832368	+	71
FBgn0029816	X	5845280	5846106	+	827
FBgn0029817	X	5869095	5870266	+	1172
FBgn0029820	X;X;X;X;X;X;X	5879869;5880534;5880819;5881386;5881935;5882297;5882527	5880108;5880669;5881321;5881870;5882235;5882463;5883391	+;+;+;+;+;+;+	2697
FBgn0029821	X;X;X;X;X;X;X	5905746;5906078;5906432;5906723;5907265;5907393;5907589	5906011;5906363;5906668;5907209;5907335;5907518;5908001	+;+;+;+;+;+;+	1886
FBgn0029822	X;X;X;X;X;X	5908135;5908871;5909613;5909912;5910433;5912426	5908761;5909537;5909849;5910061;5911789;5913079	+;+;+;+;+;+	3692
FBgn0029823	X;X;X;X	5913067;5914581;5916263;5916551	5914403;5915297;5916479;5916797	-;-;-;-	2518
FBgn0029819	X;X;X;X	5877000;5877606;5878046;5879377	5877547;5877805;5879322;5879787	-;-;-;-	2436
FBgn0014340	X	5873840	5876853	-	3014
FBgn0029818	X;X;X	5870841;5871340;5873079	5871270;5873018;5873357	-;-;-	2388
FBgn0029813	X	5814864	5815820	-	957
FBgn0029807	X;X;X;X;X	5777195;5777701;5778291;5779072;5779335	5777629;5778226;5778432;5779260;5781620	-;-;-;-;-	3578
FBgn0029804	X;X;X;X	5765855;5767074;5767289;5770401	5766868;5767227;5767723;5770780	-;-;-;-	1983
FBgn0013987	X;X;X;X;X	5759908;5761169;5762101;5762783;5764069	5760820;5761584;5762684;5762932;5764203	-;-;-;-;-	2198
FBgn0029800	X;X;X;X	5753390;5754437;5754616;5754845	5754356;5754541;5754789;5754958	-;-;-;-	1360
FBgn0261383	X;X;X;X	5738663;5744356;5746203;5746772	5743912;5744699;5746375;5747254	-;-;-;-	6250
FBgn0052758	X;X;X;X;X;X;X	5719374;5721962;5722208;5723114;5723260;5723460;5737099	5721696;5722140;5723043;5723196;5723362;5723570;5738031	-;-;-;-;-;-;-	4568
FBgn0053080	X;X;X;X;X;X;X;X	5708559;5709128;5711477;5711635;5713340;5714652;5715146;5717346	5709043;5710973;5711572;5711803;5713527;5714812;5715472;5717778	-;-;-;-;-;-;-;-	3705
FBgn0027564	X;X;X;X	5692945;5693361;5694692;5695006	5693291;5694618;5694906;5695205	-;-;-;-	2020
FBgn0029789	X;X;X;X;X;X;X;X;X;X	5685253;5686141;5686305;5686999;5687261;5687448;5687925;5688222;5688466;5689261	5686080;5686236;5686938;5687192;5687386;5687870;5688169;5688404;5689197;5689473	-;-;-;-;-;-;-;-;-;-	3674
FBgn0046687	X;X;X;X;X;X;X;X	5673830;5674222;5674771;5674940;5675112;5675330;5676776;5679660	5674173;5674709;5674873;5675040;5675257;5675484;5676958;5679977	-;-;-;-;-;-;-;-	1838
FBgn0015794	X;X;X	5670827;5671081;5671603	5671016;5671513;5671812	-;-;-	833
FBgn0029783	X;X	5664628;5665688	5665627;5665940	-;-	1253
FBgn0029824	X;X;X;X;X;X;X	5917097;5938569;5939039;5939625;5940972;5941165;5941326	5917627;5938960;5939517;5940615;5941096;5941271;5941852	+;+;+;+;+;+;+	3152
FBgn0029825	X;X;X;X;X	5942606;5942903;5943155;5943377;5943673	5942841;5943088;5943293;5943611;5945250	+;+;+;+;+	2374
FBgn0052756	X;X;X;X;X	5945682;5945981;5946233;5946459;5946755	5945919;5946166;5946371;5946693;5948353	+;+;+;+;+	2397
FBgn0029826	X;X;X;X	5948160;5949090;5949351;5949729	5948312;5949285;5949630;5950208	+;+;+;+	1109
FBgn0052755	X;X;X	5950251;5950704;5951045	5950644;5950989;5951711	+;+;+	1347
FBgn0029827	X;X;X	5952565;5952732;5953215	5952664;5952957;5954046	+;+;+	1158
FBgn0029828	X;X;X	5955629;5957053;5957351	5955874;5957281;5958283	+;+;+	1408
FBgn0029830	X;X;X;X;X;X;X;X;X;X	5966279;5978842;5982099;5982400;5982749;5983133;5984204;5985484;5985752;5986298	5966737;5978961;5982311;5982593;5983059;5983296;5985422;5985686;5986230;5986699	+;+;+;+;+;+;+;+;+;+	3764
FBgn0029831	X;X	5988791;5991485	5991385;5992640	+;+	3751
FBgn0029833	X;X;X;X	6037892;6038041;6038263;6038876	6037979;6038193;6038565;6039576	+;+;+;+	1245
FBgn0029834	X;X;X;X;X;X;X;X;X;X	6040005;6040317;6040525;6041586;6042254;6042952;6043336;6044685;6045116;6045619	6040098;6040392;6040786;6041719;6042894;6043272;6044614;6045052;6045551;6050381	+;+;+;+;+;+;+;+;+;+	8374
FBgn0029835	X;X;X;X;X;X;X;X	6050828;6059886;6060380;6060574;6061720;6063072;6063333;6063806	6051319;6060257;6060513;6061555;6062064;6063242;6063663;6065646	+;+;+;+;+;+;+;+	4668
FBgn0029843	X;X;X;X;X;X;X;X;X;X;X;X	6091205;6091633;6093869;6094586;6096052;6099581;6101239;6101439;6101653;6102725;6102956;6103327	6091568;6092215;6094157;6095063;6096653;6099679;6101366;6101556;6102659;6102887;6103272;6103971	+;+;+;+;+;+;+;+;+;+;+;+	4793
FBgn0029849	X;X;X	6219957;6220478;6221380	6220417;6220572;6222719	+;+;+	1896
FBgn0003514	X;X;X;X	6223061;6223585;6224411;6224697	6223511;6224157;6224520;6225140	-;-;-;-	1578
FBgn0029848	X;X	6217268;6219235	6219081;6219327	-;-	1907
FBgn0040069	X;X;X;X	6200188;6200653;6201764;6202471	6200589;6201382;6202406;6202559	-;-;-;-	1864
